V1,V2,V3
-27.9833333333333,67.4833333333333,-298
-27.95,67.4833333333333,-302
-27.9166666666667,67.4833333333333,-306
-27.8833333333333,67.4833333333333,-308
-27.85,67.4833333333333,-310
-27.8166666666667,67.4833333333333,-311
-27.7833333333333,67.4833333333333,-309
-27.75,67.4833333333333,-307
-27.7166666666667,67.4833333333333,-305
-27.6833333333333,67.4833333333333,-303
-27.65,67.4833333333333,-301
-27.6166666666667,67.4833333333333,-301
-27.5833333333333,67.4833333333333,-300
-27.55,67.4833333333333,-300
-27.5166666666667,67.4833333333333,-299
-27.4833333333333,67.4833333333333,-298
-27.45,67.4833333333333,-297
-27.4166666666667,67.4833333333333,-295
-27.3833333333333,67.4833333333333,-294
-27.35,67.4833333333333,-293
-27.3166666666667,67.4833333333333,-291
-27.2833333333333,67.4833333333333,-290
-27.25,67.4833333333333,-289
-27.2166666666667,67.4833333333333,-286
-27.1833333333333,67.4833333333333,-282
-27.15,67.4833333333333,-279
-27.1166666666667,67.4833333333333,-282
-27.0833333333333,67.4833333333333,-290
-27.05,67.4833333333333,-297
-27.0166666666667,67.4833333333333,-300
-26.9833333333333,67.4833333333333,-302
-26.95,67.4833333333333,-304
-26.9166666666667,67.4833333333333,-307
-26.8833333333333,67.4833333333333,-306
-26.85,67.4833333333333,-304
-26.8166666666667,67.4833333333333,-302
-26.7833333333333,67.4833333333333,-301
-26.75,67.4833333333333,-301
-26.7166666666667,67.4833333333333,-300
-26.6833333333333,67.4833333333333,-301
-26.65,67.4833333333333,-302
-26.6166666666667,67.4833333333333,-305
-26.5833333333333,67.4833333333333,-310
-26.55,67.4833333333333,-315
-26.5166666666667,67.4833333333333,-322
-26.4833333333333,67.4833333333333,-330
-26.45,67.4833333333333,-337
-26.4166666666667,67.4833333333333,-345
-26.3833333333333,67.4833333333333,-361
-26.35,67.4833333333333,-396
-26.3166666666667,67.4833333333333,-465
-26.2833333333333,67.4833333333333,-557
-26.25,67.4833333333333,-657
-26.2166666666667,67.4833333333333,-754
-26.1833333333333,67.4833333333333,-798
-26.15,67.4833333333333,-787
-26.1166666666667,67.4833333333333,-718
-26.0833333333333,67.4833333333333,-675
-26.05,67.4833333333333,-659
-26.0166666666667,67.4833333333333,-653
-25.9833333333333,67.4833333333333,-654
-25.95,67.4833333333333,-659
-25.9166666666667,67.4833333333333,-673
-25.8833333333333,67.4833333333333,-694
-25.85,67.4833333333333,-718
-25.8166666666667,67.4833333333333,-747
-25.7833333333333,67.4833333333333,-782
-25.75,67.4833333333333,-823
-25.7166666666667,67.4833333333333,-874
-25.6833333333333,67.4833333333333,-916
-25.65,67.4833333333333,-940
-25.6166666666667,67.4833333333333,-950
-25.5833333333333,67.4833333333333,-999
-25.55,67.4833333333333,-1094
-25.5166666666667,67.4833333333333,-1129
-25.4833333333333,67.4833333333333,-1135
-25.45,67.4833333333333,-1116
-25.4166666666667,67.4833333333333,-1109
-25.3833333333333,67.4833333333333,-1147
-25.35,67.4833333333333,-1235
-25.3166666666667,67.4833333333333,-1266
-25.2833333333333,67.4833333333333,-1254
-25.25,67.4833333333333,-1274
-25.2166666666667,67.4833333333333,-1313
-25.1833333333333,67.4833333333333,-1355
-25.15,67.4833333333333,-1393
-25.1166666666667,67.4833333333333,-1411
-25.0833333333333,67.4833333333333,-1420
-25.05,67.4833333333333,-1422
-25.0166666666667,67.4833333333333,-1418
-24.9833333333333,67.4833333333333,-1407
-24.95,67.4833333333333,-1387
-24.9166666666667,67.4833333333333,-1361
-24.8833333333333,67.4833333333333,-1333
-24.85,67.4833333333333,-1309
-24.8166666666667,67.4833333333333,-1286
-24.7833333333333,67.4833333333333,-1263
-24.75,67.4833333333333,-1238
-24.7166666666667,67.4833333333333,-1211
-24.6833333333333,67.4833333333333,-1182
-24.65,67.4833333333333,-1149
-24.6166666666667,67.4833333333333,-1115
-24.5833333333333,67.4833333333333,-1085
-24.55,67.4833333333333,-1059
-24.5166666666667,67.4833333333333,-1048
-24.4833333333333,67.4833333333333,-1051
-24.45,67.4833333333333,-1057
-24.4166666666667,67.4833333333333,-1057
-24.3833333333333,67.4833333333333,-1052
-24.35,67.4833333333333,-1034
-24.3166666666667,67.4833333333333,-1022
-24.2833333333333,67.4833333333333,-1013
-24.25,67.4833333333333,-1001
-24.2166666666667,67.4833333333333,-995
-24.1833333333333,67.4833333333333,-991
-24.15,67.4833333333333,-973
-24.1166666666667,67.4833333333333,-954
-24.0833333333333,67.4833333333333,-935
-24.05,67.4833333333333,-914
-24.0166666666667,67.4833333333333,-892
-23.9833333333333,67.4833333333333,-870
-23.95,67.4833333333333,-848
-23.9166666666667,67.4833333333333,-829
-23.8833333333333,67.4833333333333,-811
-23.85,67.4833333333333,-794
-23.8166666666667,67.4833333333333,-778
-23.7833333333333,67.4833333333333,-762
-23.75,67.4833333333333,-747
-23.7166666666667,67.4833333333333,-732
-23.6833333333333,67.4833333333333,-717
-23.65,67.4833333333333,-702
-23.6166666666667,67.4833333333333,-687
-23.5833333333333,67.4833333333333,-673
-23.55,67.4833333333333,-660
-23.5166666666667,67.4833333333333,-649
-23.4833333333333,67.4833333333333,-639
-23.45,67.4833333333333,-631
-23.4166666666667,67.4833333333333,-626
-23.3833333333333,67.4833333333333,-622
-23.35,67.4833333333333,-621
-23.3166666666667,67.4833333333333,-622
-23.2833333333333,67.4833333333333,-623
-23.25,67.4833333333333,-616
-23.2166666666667,67.4833333333333,-592
-23.1833333333333,67.4833333333333,-560
-23.15,67.4833333333333,-531
-23.1166666666667,67.4833333333333,-513
-23.0833333333333,67.4833333333333,-505
-23.05,67.4833333333333,-505
-23.0166666666667,67.4833333333333,-503
-22.9833333333333,67.4833333333333,-501
-22.95,67.4833333333333,-502
-22.9166666666667,67.4833333333333,-503
-22.8833333333333,67.4833333333333,-504
-22.85,67.4833333333333,-506
-22.8166666666667,67.4833333333333,-506
-22.7833333333333,67.4833333333333,-505
-22.75,67.4833333333333,-503
-22.7166666666667,67.4833333333333,-499
-22.6833333333333,67.4833333333333,-493
-22.65,67.4833333333333,-484
-22.6166666666667,67.4833333333333,-483
-22.5833333333333,67.4833333333333,-482
-22.55,67.4833333333333,-478
-22.5166666666667,67.4833333333333,-475
-22.4833333333333,67.4833333333333,-475
-22.45,67.4833333333333,-478
-22.4166666666667,67.4833333333333,-478
-22.3833333333333,67.4833333333333,-482
-22.35,67.4833333333333,-490
-22.3166666666667,67.4833333333333,-486
-22.2833333333333,67.4833333333333,-475
-22.25,67.4833333333333,-466
-22.2166666666667,67.4833333333333,-467
-22.1833333333333,67.4833333333333,-468
-22.15,67.4833333333333,-470
-22.1166666666667,67.4833333333333,-474
-22.0833333333333,67.4833333333333,-478
-22.05,67.4833333333333,-483
-22.0166666666667,67.4833333333333,-489
-21.9833333333333,67.4833333333333,-496
-21.95,67.4833333333333,-504
-21.9166666666667,67.4833333333333,-512
-21.8833333333333,67.4833333333333,-519
-21.85,67.4833333333333,-525
-21.8166666666667,67.4833333333333,-530
-21.7833333333333,67.4833333333333,-536
-21.75,67.4833333333333,-542
-21.7166666666667,67.4833333333333,-551
-21.6833333333333,67.4833333333333,-560
-21.65,67.4833333333333,-568
-21.6166666666667,67.4833333333333,-573
-21.5833333333333,67.4833333333333,-569
-21.55,67.4833333333333,-563
-21.5166666666667,67.4833333333333,-562
-21.4833333333333,67.4833333333333,-562
-21.45,67.4833333333333,-559
-21.4166666666667,67.4833333333333,-552
-21.3833333333333,67.4833333333333,-548
-21.35,67.4833333333333,-543
-21.3166666666667,67.4833333333333,-535
-21.2833333333333,67.4833333333333,-526
-21.25,67.4833333333333,-517
-21.2166666666667,67.4833333333333,-507
-21.1833333333333,67.4833333333333,-494
-21.15,67.4833333333333,-479
-21.1166666666667,67.4833333333333,-463
-21.0833333333333,67.4833333333333,-446
-21.05,67.4833333333333,-429
-21.0166666666667,67.4833333333333,-411
-20.9833333333333,67.4833333333333,-392
-20.95,67.4833333333333,-378
-20.9166666666667,67.4833333333333,-370
-20.8833333333333,67.4833333333333,-365
-20.85,67.4833333333333,-360
-20.8166666666667,67.4833333333333,-356
-20.7833333333333,67.4833333333333,-354
-20.75,67.4833333333333,-353
-20.7166666666667,67.4833333333333,-352
-20.6833333333333,67.4833333333333,-352
-20.65,67.4833333333333,-358
-20.6166666666667,67.4833333333333,-365
-20.5833333333333,67.4833333333333,-368
-20.55,67.4833333333333,-367
-20.5166666666667,67.4833333333333,-366
-20.4833333333333,67.4833333333333,-365
-20.45,67.4833333333333,-368
-20.4166666666667,67.4833333333333,-373
-20.3833333333333,67.4833333333333,-380
-20.35,67.4833333333333,-388
-20.3166666666667,67.4833333333333,-395
-20.2833333333333,67.4833333333333,-401
-20.25,67.4833333333333,-408
-20.2166666666667,67.4833333333333,-414
-20.1833333333333,67.4833333333333,-419
-20.15,67.4833333333333,-421
-20.1166666666667,67.4833333333333,-421
-20.0833333333333,67.4833333333333,-421
-20.05,67.4833333333333,-423
-20.0166666666667,67.4833333333333,-423
